Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID224,224,0,49.125,775.733,555.23,0,0,0,15,1,-10921639,7444.429,6166,3436,15866,9774535,3550.667,14.468,0.375,1.144
ID210,210,0,48.774,776.681,554.116,0,480.021,1,15,1,-10921639,7425.189,6089,3294,15894,9749273,3558.267,14.14,0.372,1.132
ID441,441,0,48.346,776.419,554.446,0,960.042,2,15,1,-10921639,7394.145,6087,3408,15939,9708513,3484.107,14.172,0.373,1.152
ID313,313,0,48.001,776.365,555.043,0,1440.063,3,15,1,-10921639,7354.855,6003,3324,15893,9656925,3462.137,14.375,0.37,1.148
ID368,368,0,48.126,776.594,555.645,0,1920.084,4,15,1,-10921639,7388.621,6091,3431,15935,9701260,3443.225,14.659,0.372,1.164
ID454,454,0,46.908,775.996,557.654,0,2400.105,5,15,1,-10921639,7315.185,6079,3264,15820,9604838,3277.299,15.069,0.371,1.208
ID468,468,0,46.347,774.691,560.038,0,2880.126,6,15,1,-10921639,7326.667,6269,3438,15065,9619914,3153.583,15.34,0.371,1.257
ID482,482,0,45.992,774.5,561.714,0,3360.147,7,15,1,-10921639,7347.584,6371,3558,14977,9647378,3060.205,15.606,0.372,1.301
ID300,300,0,46.084,774.219,563.112,0,3840.168,8,15,1,-10921639,7343.861,6347,3483,14958,9642489,3059.511,15.99,0.373,1.304
ID238,238,0,45.697,773.783,563.691,0,4320.189,9,15,1,-10921639,7307.74,6360,3434,14694,9595062,3011.198,15.649,0.374,1.322
ID251,251,0,46.032,773.867,563.596,0,4800.21,10,15,1,-10921639,7324.436,6324,3378,14979,9616985,3039.656,16.005,0.377,1.318
ID326,326,0,46.504,773.316,563.662,0,5280.231,11,15,1,-10921639,7386.436,6451,3393,15005,9698391,3055.275,15.667,0.379,1.328
ID549,549,0,46.996,773.352,564.627,0,5760.252,12,15,1,-10921639,7403.032,6364,3377,14954,9720181,3109.892,15.565,0.381,1.314
ID354,354,0,47.187,773.118,566.85,0,6240.273,13,15,1,-10921639,7402.252,6302,3312,14984,9719157,3123.541,15.375,0.384,1.314
ID495,495,0,47.504,772.963,569.356,0,6720.294,14,15,1,-10921639,7441.978,6460,3459,15041,9771317,3135.841,15.816,0.386,1.321
ID340,340,0,48.085,772.65,572.557,0,7200.315,15,15,1,-10921639,7462.818,6463,3280,15402,9798680,3201.882,15.577,0.388,1.303
ID427,427,0,47.768,772.821,573.574,0,7680.336,16,15,1,-10921639,7460.049,6446,3236,15723,9795044,3155.101,16.444,0.389,1.324
ID265,265,0,48.139,772.334,574.541,0,8160.357,17,15,1,-10921639,7459.011,6468,3217,15816,9793682,3220.57,15.766,0.391,1.301
ID509,509,0,48.674,772.733,576.085,0,8640.378,18,15,1,-10921639,7555.034,6560,3395,15245,9919760,3211.134,15.931,0.394,1.329
ID381,381,0,48.182,772.557,578.119,0,9120.399,19,15,1,-10921639,7502.497,6517,3482,15226,9850778,3158.553,15.9,0.394,1.342
ID694,694,0,49.786,769.981,585.446,0,9600.42,20,15,1,-10921639,7535.615,6347,3351,15625,9894262,3368.314,15.418,0.397,1.272
ID860,860,0,49.784,769.947,586.264,0,10080.441,21,15,1,-10921639,7542.088,6430,3345,15868,9902762,3348.664,15.533,0.399,1.286
