Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID81633,81633,0,5.535,982.162,779.196,0,0,0,15,1,-10921639,2572.563,2457,1876,3823,3377775,398.654,14.458,0.085,1.013
ID81754,81754,0,5.147,982.3,779.351,0,480.01,1,15,1,-10921639,2517.813,2425,1815,3611,3305889,363.63,15.006,0.081,1.039
ID81788,81788,0,4.99,982.938,779.633,0,960.02,2,15,1,-10921639,2498.027,2416,1812,3590,3279910,352.229,14.857,0.078,1.031
ID81909,81909,0,4.836,983.235,780.413,0,1440.03,3,15,1,-10921639,2485.912,2409,1834,3472,3264003,336.021,14.625,0.077,1.061
ID81849,81849,0,4.685,982.586,780.719,0,1920.04,4,15,1,-10921639,2466.281,2385,1859,3426,3238227,326.033,14.919,0.075,1.052
ID81880,81880,0,4.616,984.553,779.131,0,2400.05,5,15,1,-10921639,2441.062,2361,1841,3340,3205115,331.552,12.637,0.072,0.991
ID81665,81665,0,4.591,987.878,775.79,0,2880.06,6,15,1,-10921639,2432.139,2356,1746,3548,3193399,344.304,12.228,0.07,0.925
ID81543,81543,0,4.277,988.656,773.43,0,3360.07,7,15,1,-10921639,2435.062,2379,1816,3421,3197237,294.679,15.46,0.069,1.066
ID81820,81820,0,4.085,989.974,775.007,0,3840.08,8,15,1,-10921639,2403.879,2358,1798,3192,3156293,297.215,14.337,0.063,0.961
ID81604,81604,0,4.135,991.889,776.029,0,4320.09,9,15,1,-10921639,2393.867,2322,1700,3251,3143148,301.8,14.363,0.063,0.945
ID81738,81738,0,4.102,992.861,776.327,0,4800.1,10,15,1,-10921639,2406.09,2351,1623,3358,3159196,289.043,15.035,0.067,1.05
ID82026,82026,0,3.819,995.276,775.961,0,5280.11,11,15,1,-10921639,2372.04,2331,1714,3191,3114488,274.762,14.953,0.06,0.981
ID82086,82086,0,3.791,996.941,777.166,0,5760.12,12,15,1,-10921639,2372.098,2343,1758,3208,3114565,274.567,14.759,0.06,0.976
ID81574,81574,0,3.716,996.935,779.025,0,6240.13,13,15,1,-10921639,2353.494,2312,1787,3212,3090137,266.569,15.478,0.059,0.978
ID81513,81513,0,3.582,998.43,779.646,0,6720.14,14,15,1,-10921639,2358.173,2321,1791,3256,3096281,250.477,16.365,0.057,1.008
ID81943,81943,0,3.537,997.581,779.614,0,7200.15,15,15,1,-10921639,2342.13,2295,1668,3139,3075217,255.941,12.92,0.056,0.973
ID81696,81696,0,3.621,996.497,779.977,0,7680.16,16,15,1,-10921639,2347.008,2296,1827,3125,3081622,268.425,14.696,0.056,0.929
ID82056,82056,0,3.422,997.007,781.017,0,8160.17,17,15,1,-10921639,2332.528,2289,1656,3227,3062609,261.241,14.225,0.053,0.894
ID81997,81997,0,3.41,994.991,785.424,0,8640.18,18,15,1,-10921639,2338.301,2307,1810,3103,3070189,244.837,17.044,0.054,0.978
ID81971,81971,0,3.596,1002.89,788.376,0,9120.19,19,15,1,-10921639,2331.526,2291,1686,3155,3061294,262.689,14.675,0.055,0.93
ID82142,82142,0,3.605,1006.532,798.542,0,9600.2,20,15,1,-10921639,2302.095,2242,1769,3203,3022651,288.293,12.086,0.055,0.83
ID82171,82171,0,3.345,1010.078,798.67,0,10080.21,21,15,1,-10921639,2290.945,2245,1747,3041,3008011,254.801,14.594,0.052,0.895
ID82115,82115,0,3.281,1019.715,809.03,0,10560.22,22,15,1,-10921639,2282.758,2244,1682,3102,2997261,249.168,15.141,0.05,0.872
ID82281,82281,0,3.175,1026.034,814.751,0,11040.23,23,15,1,-10921639,2277.553,2251,1725,3045,2990427,241.952,15.506,0.049,0.888
ID82225,82225,0,3.095,1029.029,816.59,0,11520.24,24,15,1,-10921639,2281.417,2264,1764,2979,2995500,218.818,57,0.05,1.002
ID82198,82198,0,3.077,1031.297,818.868,0,12000.25,25,15,1,-10921639,2268.344,2253,1740,2960,2978336,229.717,17.398,0.05,0.939
ID82421,82421,0,3.032,1031.575,821.102,0,12480.26,26,15,1,-10921639,2259.181,2243,1649,2890,2966304,225.918,13.059,0.048,0.924
ID82553,82553,0,3.035,1027.676,821.277,0,12960.27,27,15,1,-10921639,2256.27,2240,1723,2974,2962482,224.873,12.71,0.048,0.917
ID82253,82253,0,3.048,1024.9,823.432,0,13440.28,28,15,1,-10921639,2250.139,2231,1647,2925,2954433,230.721,57,0.048,0.891
ID82337,82337,0,2.887,1021.838,825.785,0,13920.29,29,15,1,-10921639,2232.028,2216,1742,2829,2930653,215.071,17.3,0.045,0.897
ID82393,82393,0,2.987,1022.077,828.928,0,14400.3,30,15,1,-10921639,2234.561,2209,1746,2869,2933978,222.501,13.434,0.047,0.898
ID82311,82311,0,2.957,1016.593,822.214,0,14880.31,31,15,1,-10921639,2230.203,2208,1642,2924,2928257,220.852,17.041,0.047,0.915
ID82364,82364,0,2.761,1013.27,818.446,0,15360.32,32,15,1,-10921639,2231.505,2223,1765,2865,2929966,199.249,57,0.046,0.979
ID82471,82471,0,2.927,1004.355,807.525,0,15840.33,33,15,1,-10921639,2228.964,2204,1698,2978,2926630,217.951,15.825,0.047,0.92
ID82498,82498,0,2.822,1002.806,809.557,0,16320.34,34,15,1,-10921639,2230.212,2218,1784,2862,2928268,196.861,16.91,0.047,1.012
ID82525,82525,0,2.86,1004.086,811.353,0,16800.35,35,15,1,-10921639,2227.786,2203,1688,2980,2925083,212.153,14.652,0.045,0.896
ID82578,82578,0,2.78,1006.016,812.244,0,17280.36,36,15,1,-10921639,2222.771,2207,1736,2882,2918498,209.132,14.648,0.043,0.882
ID82446,82446,0,2.743,1006.198,813.806,0,17760.37,37,15,1,-10921639,2208.661,2193,1677,2933,2899972,214.597,12.18,0.042,0.826
