Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID107841,107841,0,4.865,1181.433,861.63,0,0,0,15,1,-10921639,1650.589,2272,0,3611,2167223,1221.487,10.113,0.164,0.381
ID107329,107329,0,4.664,1181.433,860.895,0,480.011,1,15,1,-10921639,1633.634,2212,0,3445,2144962,1214.466,2.35E+01,0.162,0.375
ID107982,107982,0,4.51,1181.433,856.484,0,960.022,2,15,1,-10921639,1625.029,2199,0,3454,2133663,1206.96,17.537,0.162,0.375
ID107466,107466,0,4.59,1181.433,855.013,0,1440.033,3,15,1,-10921639,1620.98,2230,0,3494,2128347,1198.043,9.779,0.162,0.378
ID107747,107747,0,4.646,1181.433,852.073,0,1920.044,4,15,1,-10921639,1606.266,2194,0,3363,2109027,1186.254,9.49E+00,0.16,0.374
ID107373,107373,0,5.1,1181.433,846.926,0,2400.055,5,15,1,-10921639,1617.759,2193,0,3498,2124118,1199.544,9.85E+00,0.166,0.385
ID107604,107604,0,4.785,1181.433,840.31,0,2880.066,6,15,1,-10921639,1612.696,2231,0,3348,2117470,1189.119,9.66E+00,0.165,0.384
ID107557,107557,0,4.435,1181.433,836.634,0,3360.077,7,15,1,-10921639,1595.719,2170,0,3231,2095179,1180.599,9.716,0.159,0.371
ID107792,107792,0,4.24,1181.433,833.693,0,3840.088,8,15,1,-10921639,1575.976,2147,0,3459,2069256,1166.855,9.781,0.154,0.361
ID108219,108219,0,3.556,1173.316,833.631,0,4320.099,9,15,1,-10921639,2208.308,2288,0,3358,2899509,622.137,2.34E+01,0.226,1.307
ID107420,107420,0,3.394,1170.717,834.186,0,4800.11,10,15,1,-10921639,2334.19,2295,956,3235,3064792,314.697,29.137,0.216,2.637
ID107507,107507,0,3.573,1171.409,830.923,0,5280.121,11,15,1,-10921639,2316.855,2289,0,3282,3042031,395.469,2.68E+01,0.224,2.145
ID107649,107649,0,3.401,1172.759,829.697,0,5760.132,12,15,1,-10921639,2233.06,2275,0,3182,2932008,534.979,23.996,0.225,1.535
ID107933,107933,0,3.307,1172.237,828.915,0,6240.143,13,15,1,-10921639,2264.121,2274,0,3182,2972791,446.316,24.753,0.222,1.846
ID108167,108167,0,3.412,1173.503,828.456,0,6720.154,14,15,1,-10921639,2193.407,2282,0,3286,2879944,606.232,23.177,0.225,1.329
ID108024,108024,0,3.374,1173.017,829.047,0,7200.165,15,15,1,-10921639,2202.438,2291,0,3317,2891801,612.438,23.57,0.225,1.323
ID107696,107696,0,3.732,1180.31,830.008,0,7680.176,16,15,1,-10921639,1682.038,2171,0,3098,2208516,1091.518,11.588,0.173,0.456
