Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID95457,95457,0,36.482,253.832,210.552,0,0,0,15,1,-10921639,6966.254,6008,3555,13950,9146692,2804.685,14.307,0.28,1.087
ID95437,95437,0,36.046,253.76,210.232,0,480.021,1,15,1,-10921639,6880.894,5950,3406,13787,9034614,2737.309,14.242,0.28,1.1
ID95517,95517,0,36.298,252.758,210.206,0,960.042,2,15,1,-10921639,6854.252,5882,3530,14242,8999633,2705.693,13.956,0.281,1.111
ID95620,95620,0,35.648,252.961,210.363,0,1440.063,3,15,1,-10921639,6836.676,5927,3676,13281,8976555,2631.194,14.498,0.279,1.133
ID95701,95701,0,35.256,252.035,209.994,0,1920.084,4,15,1,-10921639,6833.269,6016,3582,12900,8972082,2514.592,14.945,0.279,1.187
ID95660,95660,0,35.414,251.793,209.513,0,2400.105,5,15,1,-10921639,6829.08,5967,3543,12951,8966582,2483.231,15.191,0.281,1.206
ID95333,95333,0,35.82,251.774,209.445,0,2880.126,6,15,1,-10921639,6855.365,5957,3677,12878,9001094,2514.323,15.104,0.282,1.201
ID95309,95309,0,35.757,250.855,209.198,0,3360.147,7,15,1,-10921639,6873.696,6004,3559,13212,9025163,2519.005,15.381,0.284,1.206
ID95375,95375,0,36.197,251.925,209.424,0,3840.168,8,15,1,-10921639,6911.919,6031,3499,13105,9075350,2559.693,15.192,0.286,1.201
ID95353,95353,0,37.664,250.783,208.937,0,4320.189,9,15,1,-10921639,6990.377,5959,3395,13971,9178365,2817.918,14.342,0.29,1.117
ID95415,95415,0,37.76,251.247,209.552,0,4800.21,10,15,1,-10921639,7001.622,6010,3383,13695,9193130,2772.858,14.758,0.294,1.147
ID95598,95598,0,38.196,251.897,209.639,0,5280.231,11,15,1,-10921639,7052.202,6072,3581,14024,9259541,2802.271,14.754,0.296,1.148
ID95640,95640,0,37.489,249.958,208.699,0,5760.252,12,15,1,-10921639,7045.651,6149,3587,13404,9250940,2686.098,15.341,0.296,1.198
ID95558,95558,0,37.541,250.948,208.735,0,6240.273,13,15,1,-10921639,7069.011,6262,3400,13855,9281612,2688.839,15.632,0.298,1.206
ID95395,95395,0,38.462,251.721,207.181,0,6720.294,14,15,1,-10921639,7150.423,6266,3602,13833,9388505,2791.685,15.102,0.301,1.185
ID95477,95477,0,39.473,252.195,206.225,0,7200.315,15,15,1,-10921639,7225.86,6271,3520,14435,9487554,2843.851,15.137,0.305,1.187
ID95496,95496,0,40.387,253.462,205.648,0,7680.336,16,15,1,-10921639,7270.048,6292,3597,14200,9545573,2831.66,15.226,0.312,1.22
ID95579,95579,0,40.471,252.52,204.545,0,8160.357,17,15,1,-10921639,7296.155,6310,3657,14043,9579851,2812.371,15.433,0.313,1.236
ID95538,95538,0,41.279,251.894,204.296,0,8640.378,18,15,1,-10921639,7332.418,6363,3722,14142,9627465,2875.154,15.301,0.315,1.223
ID95680,95680,0,41.437,249.172,202.57,0,9120.399,19,15,1,-10921639,7361.517,6410,3474,14390,9665672,2879.379,15.267,0.318,1.234
ID95721,95721,0,43.294,248.412,200.521,0,9600.42,20,15,1,-10921639,7431.685,6376,3624,15216,9757803,3117.391,14.931,0.324,1.166
ID95783,95783,0,45.149,241.681,193.751,0,10080.441,21,15,1,-10921639,7475.746,6147,3541,15675,9815654,3344.167,14.537,0.328,1.105
ID95762,95762,0,44.882,245.166,193.29,0,10560.462,22,15,1,-10921639,7488.873,6270,3631,15594,9832890,3232.066,14.631,0.328,1.145
ID95742,95742,0,45.116,245.253,192.735,0,11040.483,23,15,1,-10921639,7494.692,6242,3651,15599,9840531,3266.774,14.501,0.33,1.137
ID95803,95803,0,44.866,246.622,193.272,0,11520.504,24,15,1,-10921639,7497.602,6262,3539,15863,9844352,3269.417,14.517,0.329,1.134
ID95822,95822,0,43.728,248.831,193.877,0,12000.525,25,15,1,-10921639,7451.302,6260,3612,15694,9783560,3130.512,15.075,0.327,1.174
ID95840,95840,0,44.324,247.506,194.693,0,12480.546,26,15,1,-10921639,7485.267,6339,3516,15118,9828155,3150.327,14.801,0.33,1.178
ID95877,95877,0,43.913,247.408,195.935,0,12960.567,27,15,1,-10921639,7465.337,6263,3505,14908,9801987,3094.246,15.025,0.329,1.194
ID95858,95858,0,43.248,246.798,197.048,0,13440.588,28,15,1,-10921639,7405.957,6344,3685,14981,9724021,2999.524,15.03,0.328,1.22
ID95916,95916,0,43.218,243.906,197.832,0,13920.609,29,15,1,-10921639,7387.91,6293,3595,14800,9700326,3015.512,15.085,0.328,1.21
ID95897,95897,0,42.259,242.994,199.609,0,14400.63,30,15,1,-10921639,7295.896,6250,3410,15124,9579512,3028.201,14.756,0.324,1.18
ID95952,95952,0,41.214,245.926,202.001,0,14880.651,31,15,1,-10921639,7250.608,6259,3387,14790,9520048,2966.281,15.204,0.32,1.185
ID95970,95970,0,40.81,245.002,201.156,0,15360.672,32,15,1,-10921639,7258.472,6320,3542,14247,9530374,2894.741,15.954,0.32,1.214
ID95934,95934,0,40.555,242.348,200.221,0,15840.693,33,15,1,-10921639,7188.292,6220,3313,14042,9438227,2890.973,14.786,0.318,1.2
ID95988,95988,0,40.985,240.126,199.872,0,16320.714,34,15,1,-10921639,7192.046,6234,3457,14634,9443156,2929.033,14.687,0.32,1.191
ID96007,96007,0,42.106,237.776,200.351,0,16800.735,35,15,1,-10921639,7249.454,6204,3545,14762,9518533,3020.239,15.015,0.324,1.174
ID96025,96025,0,41.828,239.749,199.11,0,17280.756,36,15,1,-10921639,7266.598,6248,3663,14188,9541043,2882.559,15.258,0.324,1.233
ID96044,96044,0,41.433,240.725,198.606,0,17760.777,37,15,1,-10921639,7211.717,6233,3608,13972,9468985,2834.461,15.316,0.325,1.248
ID96062,96062,0,42.325,239.773,198.074,0,18240.798,38,15,1,-10921639,7307.621,6311,3653,14622,9594906,2906.813,15.211,0.326,1.237
ID96081,96081,0,42.373,239.725,197.236,0,18720.819,39,15,1,-10921639,7287.53,6319,3588,14516,9568527,2929.728,15.391,0.326,1.223
ID96119,96119,0,42.863,240.204,197.029,0,19200.84,40,15,1,-10921639,7261.995,6124,3559,14698,9535000,3019.783,14.899,0.328,1.188
ID96100,96100,0,35.928,239.866,194.201,0,19680.861,41,15,1,-10921639,7390.026,6292,3591,15116,9703104,3071.929,13.534,0.202,0.808
ID96154,96154,0,43.317,240.794,192.714,0,20160.882,42,15,1,-10921639,7314.177,6189,3712,15229,9603515,3040.855,14.879,0.329,1.191
ID96137,96137,0,42.622,241.874,191.303,0,20640.903,43,15,1,-10921639,7284.49,6187,3717,14575,9564536,2961.075,14.972,0.326,1.21
ID96187,96187,0,47.514,257.686,192.168,0,21120.924,44,15,1,-10921639,7425.168,5707,3366,16306,9749246,3890.083,12.528,0.334,0.955
ID96235,96235,0,42.671,260.816,192.229,0,21600.945,45,15,1,-10921639,7315.828,6210,3492,15069,9605682,3085.368,14.997,0.325,1.164
ID96205,96205,0,39.478,258.956,193.378,0,22080.966,46,15,1,-10921639,7162.567,6304,3568,13483,9404451,2711.914,16.049,0.316,1.268
ID96344,96344,0,39.324,258.463,193.922,0,22560.987,47,15,1,-10921639,7100.283,6259,3594,13584,9322671,2666.052,15.717,0.313,1.27
ID96283,96283,0,42.005,266.25,197.278,0,23041.008,48,15,1,-10921639,7117.175,5849,3531,15706,9344851,3163.887,13.927,0.316,1.081
ID96220,96220,0,41.977,270.506,203.865,0,23521.029,49,15,1,-10921639,7026.086,5674,3562,15465,9225251,3198.377,13.715,0.314,1.05
ID96172,96172,0,39.071,269.996,204.254,0,24001.05,50,15,1,-10921639,6933.248,5824,3577,13854,9103354,2761.572,15.12,0.308,1.182
ID96267,96267,0,37.114,266.539,200.379,0,24481.071,51,15,1,-10921639,6843.882,6011,3589,13227,8986017,2544.69,15.579,0.3,1.242
ID96252,96252,0,35.538,263.973,196.019,0,24961.092,52,15,1,-10921639,6770.395,6093,3562,12340,8889529,2386.191,15.481,0.295,1.294
ID96298,96298,0,36.856,267.007,196.267,0,25441.113,53,15,1,-10921639,6815.045,5951,3558,13107,8948154,2531.304,15.933,0.297,1.232
ID96314,96314,0,36.809,266.176,192.079,0,25921.134,54,15,1,-10921639,6746.408,5739,3440,13556,8858034,2697.227,14.963,0.294,1.136
ID96329,96329,0,35.562,265.601,191.861,0,26401.155,55,15,1,-10921639,6779.129,6043,3542,12829,8900996,2404.602,16.002,0.293,1.278
ID96359,96359,0,35.512,266.993,191.3,0,26881.176,56,15,1,-10921639,6683.028,5836,3464,13051,8774816,2523.009,15.214,0.289,1.188
ID96374,96374,0,34.928,267.071,190.923,0,27361.197,57,15,1,-10921639,6719.907,5954,3458,12613,8823238,2341.766,15.673,0.289,1.288
ID96408,96408,0,34.139,267.276,190.518,0,27841.218,58,15,1,-10921639,6645.164,5940,3483,12085,8725100,2262.909,15.908,0.287,1.309
ID96392,96392,0,34.323,267.256,190.675,0,28321.239,59,15,1,-10921639,6647.763,5983,3519,12179,8728513,2268.168,16.21,0.287,1.307
ID96457,96457,0,34.62,265.06,187.646,0,28801.26,60,15,1,-10921639,6638.771,5889,3492,12309,8716706,2361.03,15.345,0.287,1.255
ID96425,96425,0,34.648,265.224,184.73,0,29281.281,61,15,1,-10921639,6636.641,5898,3512,12373,8713909,2340.698,15.654,0.288,1.267
ID96441,96441,0,34.697,266.111,183.844,0,29761.302,62,15,1,-10921639,6636.273,5892,3312,12879,8713427,2337.953,15.708,0.288,1.269
ID96522,96522,0,34.833,265.81,184.202,0,30241.323,63,15,1,-10921639,6645.26,5876,3543,12929,8725226,2396.219,15.621,0.289,1.242
