Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID262470,262470,0,2.785,1082.434,239.704,0,0,0,15,1,-10921639,2849.421,2846,2251,3502,3741290,199.625,15.437,0.032,0.89
ID262632,262632,0,2.683,1082.598,240.248,0,480.018,1,15,1,-10921639,2823.283,2811,2289,3413,3706971,196.601,18.333,0.032,0.889
ID262604,262604,0,3.019,1081.533,252.204,0,960.036,2,15,1,-10921639,2842.337,2832,2366,3394,3731989,196.502,57,0.038,1.071
ID262487,262487,0,2.883,1078.187,274.415,0,1440.054,3,15,1,-10921639,2840.335,2836,2264,3572,3729360,222.555,57,0.036,0.895
ID262458,262458,0,2.818,1077.408,273.031,0,1920.072,4,15,1,-10921639,2817.03,2825,2069,3359,3698761,204.374,23.14,0.036,0.949
ID262401,262401,0,2.829,1079.032,273.887,0,2400.09,5,15,1,-10921639,2811.812,2813,2208,3478,3691909,201.829,15.118,0.036,0.958
ID262575,262575,0,2.784,1079.696,274.402,0,2880.108,6,15,1,-10921639,2790.892,2789,2239,3393,3664441,194.461,50.369,0.036,0.993
ID262590,262590,0,2.876,1078.647,272.575,0,3360.126,7,15,1,-10921639,2826.996,2832,2275,3401,3711846,200.774,57,0.036,0.981
ID262415,262415,0,2.85,1078.497,272.315,0,3840.144,8,15,1,-10921639,2816.845,2824,2176,3418,3698517,198.794,20.448,0.036,0.981
ID262531,262531,0,2.751,1078.355,271.143,0,4320.162,9,15,1,-10921639,2797.289,2796,2316,3511,3672841,194.771,17.279,0.035,0.964
ID262502,262502,0,2.697,1078.96,273.616,0,4800.18,10,15,1,-10921639,2788.092,2781,2155,3497,3660765,195.141,17.216,0.034,0.93
ID262517,262517,0,2.692,1078.604,273.938,0,5280.198,11,15,1,-10921639,2786.775,2781,2232,3270,3659036,189.593,21.904,0.033,0.95
ID262444,262444,0,2.659,1080.552,278.826,0,5760.216,12,15,1,-10921639,2773.35,2773,2173,3286,3641408,197.223,53.911,0.033,0.9
ID262430,262430,0,2.778,1080.877,290.275,0,6240.234,13,15,1,-10921639,2768.756,2754,2217,3377,3635376,201.43,21.138,0.035,0.942
ID262561,262561,0,2.945,1078.442,299.156,0,6720.252,14,15,1,-10921639,2789.109,2788,2160,3392,3662100,208.464,22.612,0.038,0.981
ID262547,262547,0,2.993,1080.64,307.696,0,7200.27,15,15,1,-10921639,2769.878,2775,2190,3436,3636850,214.151,16.49,0.038,0.945
ID262676,262676,0,2.82,1075.996,308.531,0,7680.288,16,15,1,-10921639,2781.565,2773,2231,3378,3652195,198.932,17.246,0.035,0.95
ID262648,262648,0,2.719,1076.934,309.732,0,8160.306,17,15,1,-10921639,2778.947,2768,2242,3341,3648757,190.603,47.652,0.034,0.968
ID262619,262619,0,2.811,1077.082,314.086,0,8640.324,18,15,1,-10921639,2783.599,2776,2255,3357,3654866,186.724,17.831,0.038,1.083
ID262662,262662,0,2.715,1075.552,314.934,0,9120.342,19,15,1,-10921639,2764.375,2775,2234,3315,3629625,187.402,17.852,0.035,0.999
ID262704,262704,0,2.492,1074.052,316.449,0,9600.36,20,15,1,-10921639,2748.598,2748,2226,3375,3608909,187.517,14.768,0.028,0.81
ID262719,262719,0,2.463,1074.992,317.889,0,10080.378,21,15,1,-10921639,2729.442,2734,2245,3405,3583757,188.766,45.056,0.029,0.819
ID262690,262690,0,2.455,1074.633,317.142,0,10560.396,22,15,1,-10921639,2739.062,2740,2281,3329,3596388,178.615,23.278,0.03,0.901
ID262774,262774,0,2.341,1074.995,316.238,0,11040.414,23,15,1,-10921639,2733.589,2729,2175,3327,3589202,188.428,57,0.028,0.78
ID262733,262733,0,2.376,1075.11,316.084,0,11520.432,24,15,1,-10921639,2728.805,2723,2058,3282,3582921,191.577,55.001,0.028,0.764
ID262747,262747,0,2.373,1073.97,317.625,0,12000.45,25,15,1,-10921639,2730.853,2722,2167,3439,3585610,189.948,23.755,0.027,0.762
ID262760,262760,0,2.365,1073.818,320.78,0,12480.468,26,15,1,-10921639,2732.838,2726,2231,3279,3588216,183.332,25.815,0.029,0.849
ID262788,262788,0,2.477,1073.539,322.528,0,12960.486,27,15,1,-10921639,2726.769,2727,2090,3239,3580248,178.905,15.872,0.031,0.907
ID262817,262817,0,2.429,1074.256,323.828,0,13440.504,28,15,1,-10921639,2727.16,2718,2213,3342,3580761,179.958,23.268,0.03,0.884
ID262803,262803,0,2.381,1075.886,323.929,0,13920.522,29,15,1,-10921639,2699.626,2694,2198,3282,3544609,176.001,23.992,0.029,0.872
ID262902,262902,0,2.599,1079.396,332.29,0,14400.54,30,15,1,-10921639,2699.779,2694,2102,3320,3544810,183.193,19.775,0.034,0.973
ID262831,262831,0,2.518,1077.928,334.809,0,14880.558,31,15,1,-10921639,2703.285,2702,2216,3239,3549413,186.752,16.226,0.033,0.913
ID262843,262843,0,2.369,1079.6,332.413,0,15360.576,32,15,1,-10921639,2696.436,2691,2140,3265,3540421,172.573,24.1,0.032,0.962
ID262890,262890,0,2.303,1079.093,331.481,0,15840.594,33,15,1,-10921639,2667.96,2663,2238,3143,3503032,170.232,18.578,0.029,0.871
ID262856,262856,0,2.369,1077.907,331.433,0,16320.612,34,15,1,-10921639,2675.883,2666,2202,3272,3513435,180.322,15.27,0.029,0.831
ID262868,262868,0,2.547,1077.612,333.191,0,16800.63,35,15,1,-10921639,2697.995,2695,2051,3393,3542467,191.226,16.212,0.032,0.879
ID262879,262879,0,2.615,1075.739,333.902,0,17280.648,36,15,1,-10921639,2710.786,2708,2194,3246,3559262,181.23,21.228,0.034,0.978
ID262927,262927,0,2.551,1077.698,334.604,0,17760.666,37,15,1,-10921639,2688.5,2680,2192,3426,3530000,182.856,21.637,0.032,0.916
ID262915,262915,0,2.659,1079.117,336.914,0,18240.684,38,15,1,-10921639,2704.557,2702,2201,3265,3551083,186.548,57,0.035,0.982
ID262938,262938,0,2.599,1080.661,338.399,0,18720.702,39,15,1,-10921639,2690.894,2687,2215,3299,3533144,178.734,17.489,0.034,0.992
ID262949,262949,0,2.705,1084.264,341.087,0,19200.72,40,15,1,-10921639,2667.773,2663,2231,3284,3502786,180.611,17.889,0.036,1.028
ID262971,262971,0,2.675,1085.073,342.286,0,19680.738,41,15,1,-10921639,2664.32,2656,2128,3263,3498252,185.688,17.248,0.036,0.993
ID262960,262960,0,2.673,1082.861,340.82,0,20160.756,42,15,1,-10921639,2677.536,2674,2161,3222,3515605,181.419,57,0.035,1.01
ID263004,263004,0,2.591,1082.645,340.777,0,20640.774,43,15,1,-10921639,2667.47,2664,2152,3266,3502388,187.243,18.022,0.034,0.939
ID262982,262982,0,2.537,1083.949,340.987,0,21120.792,44,15,1,-10921639,2665.939,2661,2111,3220,3500378,178.224,20.828,0.033,0.964
ID262993,262993,0,2.647,1082.651,342.06,0,21600.81,45,15,1,-10921639,2655.133,2644,2132,3348,3486190,186.106,57,0.035,0.965
ID263015,263015,0,2.597,1082.877,344.221,0,22080.828,46,15,1,-10921639,2650.364,2647,2206,3170,3479928,186.922,23.308,0.034,0.924
ID263027,263027,0,2.7,1080.146,349.486,0,22560.846,47,15,1,-10921639,2671.387,2668,2185,3261,3507531,185.367,57,0.037,1.031
ID263038,263038,0,2.728,1080.792,351.993,0,23040.864,48,15,1,-10921639,2665.977,2667,2095,3247,3500428,187.152,17.555,0.037,1.029
ID263095,263095,0,2.785,1080.406,355.41,0,23520.882,49,15,1,-10921639,2651.746,2647,2104,3225,3481742,187.513,57,0.04,1.088
ID263084,263084,0,2.645,1082.039,355.803,0,24000.9,50,15,1,-10921639,2642.871,2639,2110,3291,3470089,188.432,27.198,0.037,0.999
ID263049,263049,0,2.81,1085.071,356.156,0,24480.918,51,15,1,-10921639,2651.455,2639,2150,3209,3481360,191.847,57,0.038,1.017
ID263071,263071,0,2.732,1086.996,355.685,0,24960.936,52,15,1,-10921639,2634.848,2624,2074,3261,3459556,190.222,23.589,0.038,1.023
ID263060,263060,0,2.84,1086.846,355.416,0,25440.954,53,15,1,-10921639,2654.862,2646,2160,3194,3485834,189.204,57,0.04,1.079
ID263106,263106,0,2.852,1088.309,353.944,0,25920.972,54,15,1,-10921639,2633.439,2634,1981,3253,3457706,191.366,18.438,0.041,1.084
ID263118,263118,0,2.789,1090.433,353.37,0,26400.99,55,15,1,-10921639,2634.22,2633,2068,3290,3458731,188.113,23.303,0.039,1.053
ID263129,263129,0,2.684,1096.02,358.286,0,26881.008,56,15,1,-10921639,2611.388,2608,2131,3184,3428753,187.868,25.951,0.039,1.034
ID263151,263151,0,2.728,1097.81,362.064,0,27361.026,57,15,1,-10921639,2598.253,2595,2010,3119,3411506,183.631,17.694,0.04,1.08
ID263140,263140,0,2.743,1100.868,364.709,0,27841.044,58,15,1,-10921639,2586.02,2584,2093,3228,3395444,183.796,57,0.039,1.056
ID263162,263162,0,2.743,1103.995,365.158,0,28321.062,59,15,1,-10921639,2579.767,2569,2057,3112,3387234,182.157,44.796,0.041,1.113
ID263173,263173,0,2.692,1104.032,365.221,0,28801.08,60,15,1,-10921639,2573.754,2571,2027,3185,3379339,188.259,57,0.039,1.039
