Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID276612,276612,0,2.95,541.998,566.898,0,0,0,15,1,-10921639,3015.917,3004,2455,3609,3959899,207.026,18.047,0.031,0.878
ID276438,276438,0,2.968,543.508,564.869,0,480.015,1,15,1,-10921639,3005.168,2990,2422,3749,3945785,215.478,48.017,0.031,0.83
ID276597,276597,0,2.892,545.51,560.151,0,960.03,2,15,1,-10921639,2992.99,2976,2463,3622,3929796,206.423,17.138,0.031,0.863
ID276497,276497,0,2.741,540.702,561.882,0,1440.045,3,15,1,-10921639,2971.462,2958,2466,3772,3901530,204.961,13.403,0.028,0.778
ID276450,276450,0,2.691,541.762,557.488,0,1920.06,4,15,1,-10921639,2983.449,2975,2370,3620,3917268,211.836,23.598,0.028,0.771
ID276545,276545,0,2.61,543.352,559.704,0,2400.075,5,15,1,-10921639,2967.81,2957,2373,3595,3896734,198.836,17.211,0.028,0.804
ID276533,276533,0,2.615,545.158,561.447,0,2880.09,6,15,1,-10921639,2967.537,2974,2325,3576,3896376,199.867,57,0.028,0.821
ID276400,276400,0,2.464,545.054,564.566,0,3360.105,7,15,1,-10921639,2950.357,2953,2377,3442,3873819,191.632,53.487,0.026,0.782
ID276557,276557,0,2.676,549.189,564.883,0,3840.12,8,15,1,-10921639,2937.716,2923,2407,3605,3857221,211.165,57,0.026,0.699
ID276520,276520,0,2.525,550.027,563.546,0,4320.135,9,15,1,-10921639,2937.153,2928,2454,3581,3856482,200.285,10.296,0.026,0.746
ID276412,276412,0,2.307,551.512,559.457,0,4800.15,10,15,1,-10921639,2929.676,2927,2413,3668,3846664,181.731,54.901,0.024,0.748
ID276571,276571,0,2.449,554.272,555.769,0,5280.165,11,15,1,-10921639,2955.764,2943,2450,3665,3880918,195.03,20.249,0.024,0.717
ID276374,276374,0,2.581,561.222,552.898,0,5760.18,12,15,1,-10921639,2970.479,2960,2424,3689,3900239,196.011,14.025,0.027,0.789
ID276484,276484,0,2.359,557.752,554.499,0,6240.195,13,15,1,-10921639,2949.089,2948,2445,3600,3872154,181.509,16.714,0.023,0.724
ID276425,276425,0,2.287,557.791,558.968,0,6720.21,14,15,1,-10921639,2924.485,2924,2340,3427,3839849,189.6,19.784,0.022,0.655
ID276474,276474,0,2.381,559.928,563.064,0,7200.225,15,15,1,-10921639,2912.398,2892,2342,3507,3823978,182.366,17.717,0.023,0.726
ID276388,276388,0,2.286,563.883,562.298,0,7680.24,16,15,1,-10921639,2909.641,2900,2404,3416,3820358,193.135,57,0.02,0.58
ID276508,276508,0,2.533,566.298,550,0,8160.255,17,15,1,-10921639,2969.837,2960,2480,3563,3899396,197.909,57,0.025,0.734
ID276584,276584,0,2.468,570.598,547.622,0,8640.27,18,15,1,-10921639,2973.281,2968,2354,3697,3903918,199.614,57,0.024,0.693
ID276462,276462,0,2.202,570.171,546.76,0,9120.285,19,15,1,-10921639,2942.551,2937,2398,3551,3863569,186.25,53.318,0.019,0.588
