Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID55904,55904,0,8.013,535.868,795.362,0,0,0,15,1,-10921639,3202.423,3136,2251,4611,4204781,479.093,17.464,0.12,1.427
ID55846,55846,0,7.773,535.749,796.096,0,480.029,1,15,1,-10921639,3202.251,3141,2228,4459,4204556,459.971,17.794,0.117,1.453
ID55922,55922,0,7.519,534.152,796.887,0,960.058,2,15,1,-10921639,3161.254,3065,2196,4459,4150727,457.256,16.054,0.112,1.392
ID55884,55884,0,7.405,534.041,797.45,0,1440.087,3,15,1,-10921639,3161.968,3089,2285,4432,4151664,451.17,16.449,0.111,1.398
ID55996,55996,0,7.239,534.975,798.247,0,1920.116,4,15,1,-10921639,3142.03,3084,2322,4389,4125486,436.002,16.387,0.109,1.418
ID56015,56015,0,7.286,535.096,798.861,0,2400.145,5,15,1,-10921639,3130.34,3081,2239,4226,4110136,443.991,17.326,0.111,1.41
ID55772,55772,0,7.045,535.71,800.424,0,2880.174,6,15,1,-10921639,3116.812,3083,2190,4276,4092374,436.01,17.477,0.105,1.364
ID55864,55864,0,6.914,537.48,802.471,0,3360.203,7,15,1,-10921639,3125.043,3089,2227,4197,4103181,408.827,17.476,0.107,1.473
ID56069,56069,0,6.936,542.46,804.438,0,3840.232,8,15,1,-10921639,3107.165,3068,2171,4342,4079707,415.358,17.344,0.106,1.432
ID55717,55717,0,7.062,547.931,808.345,0,4320.261,9,15,1,-10921639,3084.414,3035,2220,4213,4049836,440.035,17.935,0.106,1.344
ID55791,55791,0,7.292,543.057,810.577,0,4800.29,10,15,1,-10921639,3098.883,3028,2138,4547,4068834,470.839,17.254,0.109,1.296
ID55810,55810,0,7.331,545.866,814.55,0,5280.319,11,15,1,-10921639,3093.896,3007,2182,4447,4062285,489.57,16.72,0.108,1.233
ID55737,55737,0,7.054,548.76,817.522,0,5760.348,12,15,1,-10921639,3098.883,3027,2162,4419,4068834,446.496,17.177,0.108,1.351
ID55979,55979,0,6.969,555.248,822.356,0,6240.377,13,15,1,-10921639,3092.41,3035,2229,4332,4060334,435.993,17.471,0.106,1.355
ID56035,56035,0,7.178,564.451,827.17,0,6720.406,14,15,1,-10921639,3105.011,3054,2191,4357,4076879,428.836,16.098,0.109,1.42
ID55755,55755,0,7.18,569.76,832.457,0,7200.435,15,15,1,-10921639,3087.819,3017,2113,4245,4054307,436.438,16.883,0.108,1.382
ID55942,55942,0,7.161,573.203,836.685,0,7680.464,16,15,1,-10921639,3080.142,3037,2207,4273,4044226,434.386,17.766,0.109,1.391
ID55828,55828,0,6.965,573.723,839.113,0,8160.493,17,15,1,-10921639,3065.395,2996,2229,4193,4024864,427.169,16.485,0.108,1.394
