Label,ID,Track ID,Quality,Position X ,Position Y,Position Z,Position T,Frame,Radius,Visibility,Manual Colour,Mean intensity,Median intensity ,Min Intensity,Max intensity,Total intensity,StD,Estimated diameter,Contrast,SNR
ID21696,21696,0,12.164,324.902,875.568,0,0,0,15,1,-10921639,3404.807,3234,2176,5313,4470511,783.953,16.818,0.184,1.348
ID21458,21458,0,12.246,319.403,886.178,0,480.019,1,15,1,-10921639,3458.434,3278,2033,5238,4540924,787.018,16.867,0.18,1.344
ID21802,21802,0,12.21,315.145,891.838,0,960.038,2,15,1,-10921639,3473.859,3312,2094,5283,4561177,763.95,16.773,0.178,1.374
ID21619,21619,0,11.676,315.608,892.338,0,1440.057,3,15,1,-10921639,3437.571,3264,2270,5156,4513531,701.564,17.086,0.173,1.446
ID21354,21354,0,11.636,316.117,894.139,0,1920.076,4,15,1,-10921639,3438.763,3281,2132,5205,4515096,699.849,16.677,0.173,1.449
ID21532,21532,0,11.423,316.008,895.662,0,2400.095,5,15,1,-10921639,3432.923,3266,2324,5020,4507428,672.491,16.984,0.171,1.489
ID21380,21380,0,11.266,315.199,897.75,0,2880.114,6,15,1,-10921639,3414.584,3252,2212,5309,4483349,677.075,17.11,0.166,1.434
ID21484,21484,0,10.53,316.357,899.68,0,3360.133,7,15,1,-10921639,3368.989,3250,2281,5000,4423483,628.524,17.19,0.156,1.448
ID21329,21329,0,10.113,318.282,900.423,0,3840.152,8,15,1,-10921639,3336.153,3228,2231,4857,4380369,590.908,16.585,0.151,1.484
ID21749,21749,0,9.785,319.256,901.09,0,4320.171,9,15,1,-10921639,3322.933,3221,2233,4689,4363011,562.321,17.061,0.149,1.529
ID21671,21671,0,9.697,319.064,903.936,0,4800.19,10,15,1,-10921639,3330.286,3246,2315,4690,4372666,552.912,17.122,0.146,1.531
ID21431,21431,0,9.435,320.104,903.662,0,5280.209,11,15,1,-10921639,3277.986,3219,2167,4823,4303995,547.177,17.579,0.143,1.5
ID21722,21722,0,9.15,320.137,903.588,0,5760.228,12,15,1,-10921639,3264.483,3182,2259,4860,4286266,530.588,16.595,0.139,1.501
ID21508,21508,0,8.78,319.986,905.169,0,6240.247,13,15,1,-10921639,3231.152,3163,2148,4387,4242502,497.159,17.788,0.135,1.544
ID21645,21645,0,8.974,319.881,907.637,0,6720.266,14,15,1,-10921639,3283.165,3226,2239,4681,4310795,495.987,17.489,0.138,1.606
ID21590,21590,0,8.636,320.328,908.353,0,7200.285,15,15,1,-10921639,3238.967,3183,2243,4367,4252764,483.923,17.589,0.132,1.565
ID21563,21563,0,8.369,322.162,907.182,0,7680.304,16,15,1,-10921639,3216.554,3156,2217,4375,4223335,470.43,17.838,0.129,1.564
ID21827,21827,0,8.089,324.408,905.554,0,8160.323,17,15,1,-10921639,3177.452,3106,2291,4230,4171995,455.526,16.967,0.125,1.549
ID21775,21775,0,7.808,328.043,904.433,0,8640.342,18,15,1,-10921639,3140.41,3106,2176,4186,4123358,453.239,17.373,0.121,1.501
ID21406,21406,0,7.926,327.733,906.055,0,9120.361,19,15,1,-10921639,3133.772,3081,2179,4543,4114643,485.69,17.597,0.122,1.407
ID21853,21853,0,7.725,328.25,903.898,0,9600.38,20,15,1,-10921639,3104.552,3056,2111,4222,4076277,485.113,17.123,0.121,1.377
ID21878,21878,0,7.725,329.368,901.664,0,10080.399,21,15,1,-10921639,3077.341,3034,2025,4237,4040549,497.788,16.976,0.12,1.321
ID21905,21905,0,7.57,329.759,901.587,0,10560.418,22,15,1,-10921639,3055.306,3000,2067,4128,4011617,488.997,17.336,0.117,1.312
ID21932,21932,0,7.763,328.826,902.442,0,11040.437,23,15,1,-10921639,3083.225,3000,2092,4326,4048275,524.782,16.569,0.119,1.247
ID21959,21959,0,7.145,327.235,902.196,0,11520.456,24,15,1,-10921639,3021.138,2978,2029,4216,3966754,460.558,17.359,0.11,1.304
ID22014,22014,0,6.915,326.126,903.282,0,12000.475,25,15,1,-10921639,3004.438,2951,1992,4424,3944827,456.884,17.545,0.107,1.268
ID21986,21986,0,7.03,325.761,905.386,0,12480.494,26,15,1,-10921639,3025.743,2965,2128,4109,3972800,457.287,15.737,0.108,1.288
ID22042,22042,0,7.035,324.199,907.571,0,12960.513,27,15,1,-10921639,3034.161,3043,2008,4440,3983854,452.952,17.779,0.109,1.318
ID22125,22125,0,6.862,323.571,907.421,0,13440.532,28,15,1,-10921639,3017.577,2978,1975,4004,3962079,423.071,17.589,0.107,1.382
ID22070,22070,0,6.342,322.175,907.111,0,13920.551,29,15,1,-10921639,2986.244,2975,2141,3998,3920939,382.513,17.99,0.099,1.412
ID22152,22152,0,6.306,319.596,908.796,0,14400.57,30,15,1,-10921639,2979.966,2967,2139,4028,3912696,381.856,17.132,0.099,1.402
ID22260,22260,0,6.495,318.487,908.993,0,14880.589,31,15,1,-10921639,2989.981,2950,2096,4140,3925845,396.648,16.412,0.1,1.37
ID22179,22179,0,6.158,317.365,908.009,0,15360.608,32,15,1,-10921639,2968.241,2946,2127,3903,3897300,369.877,16.651,0.097,1.413
ID22098,22098,0,6.181,314.05,909.003,0,15840.627,33,15,1,-10921639,2954.569,2934,2100,3941,3879349,378.867,17.846,0.098,1.392
ID22234,22234,0,6.151,314.193,903.924,0,16320.646,34,15,1,-10921639,2929.469,2890,2068,3951,3846393,396.96,16.625,0.095,1.281
ID22207,22207,0,6.189,313.936,899.58,0,16800.665,35,15,1,-10921639,2909.293,2857,1986,3913,3819902,392.755,16.519,0.097,1.311
ID22288,22288,0,6.196,313.981,895.421,0,17280.684,36,15,1,-10921639,2894.759,2853,1945,4222,3800818,396.748,17.784,0.098,1.305
ID22341,22341,0,5.834,312.558,895.973,0,17760.703,37,15,1,-10921639,2873.258,2836,2010,3865,3772588,364.439,17.64,0.095,1.369
ID22314,22314,0,5.785,311.074,894.869,0,18240.722,38,15,1,-10921639,2864.804,2846,2022,3817,3761487,372.11,17.698,0.093,1.307
