0.0,0.141,-0.265,-3.902,-1.898,-1.541,-0.755,-2.022,-4.223,-6.087,-5.434,-5.136,-10.512,-17.752,-20.313,-18.757,-15.5,-14.778,-16.889,-23.327,-34.049,-29.801,-23.727,-22.455,-21.53,-21.234,-21.838,-20.263,-19.23,-19.129,-16.026,-16.272,-18.764,-18.891,-17.953,-16.81,-16.155,-17.939,-15.458,-11.117,-13.007,-6.11,-10.601,-15.042,-14.867,-13.697,-10.481,-7.613,-7.169,5.994,13.781,18.038,17.478,15.391,14.707,14.65,12.728,15.686,12.474,10.806
0.0,0.031,1.393,2.33,3.343,3.375,3.93,4.58,4.958,4.553,3.73,4.36,4.61,4.334,4.061,8.068,5.399,0.476,-0.474,-6.648,-9.192,-13.188,-14.768,-10.953,-4.48,-2.303,-4.675,-5.487,-7.774,-7.661,-6.521,-6.749,-13.334,-20.106,-17.434,-18.316,-21.453,-25.272,-25.279,-25.616,-24.088,-20.12,-20.605,-23.892,-29.03,-30.28,-29.217,-26.482,-24.974,-24.67,-25.491,-28.6,-28.913,-31.768,-31.293,-32.374,-29.93,-31.429,-32.571,-31.067
0.0,1.678,0.763,2.98,3.948,6.839,5.644,6.285,6.261,9.392,9.451,8.685,8.797,6.517,5.3,5.651,7.228,7.263,6.484,6.257,7.08,8.43,9.227,6.341,5.334,4.067,3.688,5.645,8.168,6.252,4.721,5.849,5.141,6.706,7.81,8.116,11.183,7.361,3.787,4.794,3.497,4.36,5.341,7.828,5.216,3.864,5.575,3.374,3.776,4.14,3.275,2.129,0.89,0.697,1.164,-0.304,-0.858,0.383,-1.673,0.718
0.0,2.28,-0.189,-1.307,1.291,-1.407,-1.262,0.438,2.232,6.549,5.256,4.405,7.578,9.424,10.454,16.131,16.519,8.859,8.584,10.089,10.731,13.52,11.434,13.92,12.372,15.014,14.059,13.596,15.145,13.141,16.053,18.12,17.56,20.98,21.027,20.206,20.193,23.714,24.485,18.576,18.795,18.072,20.087,26.29,23.088,20.148,20.164,19.997,21.25,21.76,21.897,21.259,17.652,16.821,14.522,20.203,18.017,13.316,13.212,15.054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.018,13.607,17.905,20.289,13.931,0.0,9.423,11.303,0.0,22.226,22.657,29.959,34.702,33.868,36.103,41.033,44.009,48.958,47.026,46.866,50.696,51.233,60.204,58.587,58.763,55.874,57.515,60.932,59.264,62.441,59.498,51.717,53.655,45.238,45.677,44.079,45.697,51.374,50.353,54.889,58.216,58.868,56.77,52.554,54.839,51.55,54.72,56.743
0.0,-0.621,1.188,-0.014,2.38,4.19,-1.397,-9.905,-6.378,-6.381,-5.502,-5.159,-4.503,-3.654,-5.287,-15.155,-16.251,-16.445,-15.194,-15.027,-15.749,-17.216,-13.792,-9.114,-9.831,-8.825,-9.422,-8.348,-7.684,-8.846,-6.531,-3.009,-0.523,-0.768,-5.75,-3.56,-2.442,1.27,3.941,-0.705,-1.453,1.62,0.49,-0.946,0.318,0.926,-0.868,-1.651,-2.896,-1.827,-2.866,-2.578,-1.287,0.54,0.306,2.068,1.449,3.027,3.605,2.916
0.0,-0.216,-1.538,-0.89,-2.057,-2.119,0.424,2.533,2.351,0.332,1.292,3.719,4.636,5.79,6.344,7.653,7.399,11.015,15.626,19.485,22.205,30.19,29.221,26.68,27.356,28.542,29.687,29.053,29.747,28.131,27.961,37.582,30.924,31.543,28.263,25.282,27.58,28.975,31.638,30.181,29.418,32.288,33.031,35.907,44.402,52.155,53.564,54.656,56.39,55.721,54.361,53.132,50.472,52.671,54.828,63.286,68.119,67.09,73.539,71.173
0.0,-1.555,-1.151,-1.944,-1.215,0.333,1.289,2.205,2.096,3.85,4.645,5.9,7.289,10.826,13.007,17.411,17.825,18.559,20.572,27.886,37.808,45.263,47.788,48.325,49.145,51.491,52.087,51.861,53.686,54.27,55.905,56.035,56.283,56.899,57.964,57.6,59.935,61.396,61.729,61.941,61.325,62.328,64.08,63.502,63.543,65.076,64.387,65.522,66.143,68.181,66.898,64.306,63.6,61.948,61.875,62.184,61.577,59.964,60.031,58.837
0.0,-2.342,-3.881,-4.534,-4.644,-3.784,-3.963,-7.693,-4.571,-0.179,11.222,20.87,25.523,23.347,22.757,23.137,24.627,23.828,26.219,26.733,36.323,38.422,39.007,36.457,38.399,41.446,43.871,45.545,46.3,46.139,47.26,46.821,44.075,43.643,42.564,49.439,46.706,49.332,50.696,51.167,50.746,53.153,53.653,57.78,65.383,65.195,63.951,69.498,69.42,70.487,68.8,70.997,72.859,73.187,78.803,79.321,81.958,83.041,82.212,81.292
0.0,0.202,-1.186,0.382,3.925,1.426,-1.453,-5.138,-9.829,-12.654,-16.919,-17.946,-18.74,-16.738,-19.638,-22.282,-24.477,-23.238,-22.474,-22.704,-26.196,-25.76,-25.592,-24.447,-23.914,-25.732,-26.946,-22.302,-17.248,-3.047,0.525,-1.009,-1.94,-5.1,-6.671,-3.644,-4.277,-2.982,-5.078,-9.669,-12.402,-8.319,-6.736,-7.525,-9.368,-11.319,-12.016,-13.751,-14.766,-14.71,-14.71,-14.737,-15.459,-15.847,-16.274,-13.75,-10.884,-11.18,-12.753,-13.118
