0.0,-0.861,0.12,3.021,3.072,4.171,5.394,5.183,9.018,10.839,11.76,12.25,12.079,10.78,12.422,12.068,11.849,9.955,8.799,10.794,13.012,11.866,12.168,14.497,16.807,24.474,24.895,23.953,27.164,30.219,31.105,36.471,37.082,37.579,38.067,33.695,32.478,33.333,32.503,33.831,32.846,32.719,31.828,29.998,28.017,26.664,26.513,26.088,25.232,26.317,27.796,29.232,29.772,29.887,30.912,29.284,28.485,28.75,31.027,29.804
0.0,-1.058,-1.5,-2.885,-4.676,-7.175,-8.658,-10.686,-12.304,-13.631,-15.382,-16.427,-17.685,-18.568,-16.477,-16.055,-19.586,-23.96,-23.977,-21.89,-22.146,-19.178,-18.88,-18.763,-19.715,-22.814,-24.728,-28.336,-28.016,-28.12,-27.362,-27.074,-27.013,-28.539,-32.203,-31.613,-31.458,-32.218,-36.027,-38.126,-42.984,-42.747,-41.33,-41.452,-43.148,-43.72,-44.856,-44.795,-43.902,-43.944,-42.917,-43.269,-43.413,-44.002,-46.998,-47.34,-48.392,-47.442,-47.243,-49.777
0.0,2.428,5.917,-2.118,-6.21,-4.827,-0.469,3.687,6.132,9.385,10.062,9.822,10.109,22.13,23.963,26.712,28.156,28.087,28.769,28.518,29.471,33.653,30.339,27.567,26.332,23.54,21.571,17.938,14.336,12.57,9.958,8.347,10.363,10.853,12.23,11.689,1.887,-3.543,-11.151,-32.463,-41.737,-49.693,-53.799,-56.033,-53.831,-52.713,-47.576,-46.611,-48.716,-50.075,-51.955,-54.934,-59.073,-60.731,-62.493,-64.572,-66.067,-70.196,-74.022,-75.314
0.0,2.86,1.961,3.816,9.696,11.712,10.769,9.677,7.997,7.091,6.106,5.312,3.776,1.227,-1.999,-4.927,-6.959,-8.196,-9.108,-12.308,-11.7,-10.066,-9.67,-12.051,-18.276,-22.185,-21.514,-15.695,-9.54,-4.954,0.604,-0.387,-0.31,-1.127,-2.76,-2.392,-1.079,-0.958,-0.146,-0.335,-0.707,-1.733,-2.58,-1.666,-2.394,-2.131,-2.223,-1.606,-2.274,-0.614,0.067,0.493,-0.551,0.3,1.331,4.616,7.714,7.068,5.808,4.784
0.0,0.248,0.647,1.935,3.523,2.337,0.237,2.843,1.644,1.543,2.453,4.479,5.923,6.704,5.548,4.115,14.098,14.85,16.762,17.497,18.967,17.7,17.342,15.657,14.996,11.746,25.85,27.157,33.011,30.873,38.718,39.633,38.162,35.47,35.504,36.241,36.981,36.54,36.653,38.601,39.302,40.635,40.244,41.313,44.464,45.985,45.013,45.029,44.606,40.799,38.197,37.898,37.951,38.334,37.964,41.79,41.262,42.232,43.387,46.35
0.0,-1.704,1.1,1.652,1.013,1.159,-2.672,-0.41,1.899,4.526,6.81,9.182,10.858,11.494,11.663,9.172,8.225,8.574,8.28,7.15,6.914,7.829,8.483,7.676,7.658,7.446,6.894,9.032,8.48,8.873,8.47,8.528,9.164,9.249,8.697,8.706,4.647,3.387,4.41,4.962,5.532,4.238,3.432,2.168,1.041,0.605,-1.178,-0.768,-1.58,-2.084,-2.015,-1.2,-0.624,-0.873,-2.556,-1.247,-1.802,-0.724,-1.946,-1.47
0.0,1.469,1.583,4.252,4.501,6.005,6.667,7.686,5.57,-3.685,-10.508,-14.519,-14.575,-13.922,-14.751,-18.174,-21.14,-28.612,-28.262,-27.854,-27.686,-27.315,-27.955,-27.62,-25.606,-24.671,-21.402,-21.732,-23.019,-21.545,-18.531,-19.102,-18.687,-15.154,-15.578,-15.702,-12.004,-6.594,-1.871,-2.885,-6.286,-2.358,1.959,9.437,14.071,16.505,17.603,16.913,16.508,15.258,14.633,13.53,13.576,12.116,11.992,12.471,13.194,12.912,10.598,10.69
0.0,0.065,-0.156,-0.048,0.019,-0.114,-0.05,-0.089,-0.178,-0.247,-0.023,-0.202,-0.085,-0.093,-0.241,-0.05,-0.2,-0.209,-0.179,-0.215,-0.184,-0.196,-0.242,-0.244,-0.261,-0.048,-0.18,-0.022,-0.241,-0.227,-0.114,-0.202,-0.152,-0.228,-0.226,-0.375,-0.259,-0.262,-0.223,-0.391,-0.287,-0.295,-0.168,-0.163,-0.312,-0.285,-0.39,-0.307,-0.375,-0.28,-0.447,-0.352,-0.467,-0.506,-0.457,-0.56,-0.47,-0.613,-0.555,-0.436
0.0,1.112,-0.076,1.838,1.073,2.22,0.2,1.058,1.385,-0.251,1.694,-0.996,-0.868,-1.589,-1.947,-2.093,-5.002,-5.871,-8.219,-6.923,-9.647,-10.653,-13.1,-14.325,-15.499,-21.368,-23.287,-25.08,-27.042,-28.193,-27.995,-25.861,-27.849,-28.612,-27.602,-32.365,-39.897,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-49.283,-39.4,-37.336,-34.478,-32.83,-33.313
0.0,-0.579,0.551,2.309,3.279,2.122,1.736,-0.921,-1.786,-0.217,1.887,3.373,2.483,2.297,2.745,5.604,9.434,13.211,15.122,16.796,18.037,19.371,21.282,24.183,27.056,30.45,36.06,38.93,41.247,41.668,44.121,45.45,47.445,53.53,57.197,61.348,62.308,62.907,63.34,63.477,63.865,63.556,62.431,62.662,62.557,61.165,60.258,54.524,48.624,46.597,46.652,45.525,44.302,41.793,40.626,39.051,37.919,40.224,39.181,36.923
